Año;Elemento;Código Grupo de Productos;Grupo de Productos;Código Producto;Producto;Valor;Unidad
2008;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1219934.0;Cabeza
2009;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1172779.0;Cabeza
2009;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1172779.0;Cabeza
2010;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1375865.0;Cabeza
2010;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1375865.0;Cabeza
2011;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1422596.0;Cabeza
2011;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1422596.0;Cabeza
2012;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1307087.0;Cabeza
2012;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1307087.0;Cabeza
2013;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1213751.0;Cabeza
2013;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1213751.0;Cabeza
2014;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1130000.0;Cabeza
2014;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1130000.0;Cabeza
2015;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1210269.0;Cabeza
2015;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1210269.0;Cabeza
2016;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1306444.0;Cabeza
2016;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1306444.0;Cabeza
2017;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1358402.0;Cabeza
2017;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1358402.0;Cabeza
2018;Animales en producción/Sacrificados;1807;Carne Ovina y de Cabra;1017;Carne, caprino;1371030.0;Cabeza
2018;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1017;Carne, caprino;1371030.0;Cabeza
2000;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;6820.0;toneladas
2001;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;6814.0;toneladas
2002;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;6830.0;toneladas
2003;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;6873.0;toneladas
2004;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;6913.0;toneladas
2005;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7061.0;toneladas
2006;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7000.0;toneladas
2007;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7500.0;toneladas
2008;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7448.0;toneladas
2009;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7372.0;toneladas
2010;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7250.0;toneladas
2011;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7200.0;toneladas
2012;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7200.0;toneladas
2013;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7200.0;toneladas
2014;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;7053.0;toneladas
2015;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;6801.0;toneladas
2016;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;6819.0;toneladas
2017;Producción;Ganadería primaria;Ganadería primaria;1163;Carne, caza;6786.0;toneladas
2000;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;2904615.0;toneladas
2001;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;2989146.0;toneladas
2002;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3070116.0;toneladas
2003;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3189508.0;toneladas
2004;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3076120.0;toneladas
2005;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3168039.0;toneladas
2006;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3235241.0;toneladas
2007;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3439442.0;toneladas
2008;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3484363.0;toneladas
2009;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3290571.0;toneladas
2010;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3368921.0;toneladas
2011;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3469345.0;toneladas
2012;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3466323.0;toneladas
2013;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3431214.0;toneladas
2014;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3555606.0;toneladas
2015;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;3854658.0;toneladas
2016;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;4181091.0;toneladas
2017;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;4298789.0;toneladas
2018;Producción;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;4530480.0;toneladas
2000;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;35500900.0;Cabeza
2001;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;36263900.0;Cabeza
2002;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;37023544.0;Cabeza
2003;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;38180100.0;Cabeza
2004;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;37834640.0;Cabeza
2005;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;38705240.0;Cabeza
2006;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;39276972.0;Cabeza
2007;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;41489000.0;Cabeza
2008;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;41305540.0;Cabeza
2009;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;40887908.0;Cabeza
2010;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;40847016.0;Cabeza
2011;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;41743364.0;Cabeza
2012;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;41594556.0;Cabeza
2013;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;41418464.0;Cabeza
2014;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;43484000.0;Cabeza
2015;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;45890524.0;Cabeza
2016;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;49083785.0;Cabeza
2017;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;50072755.0;Cabeza
2018;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1035;Carne, cerdo;52289200.0;Cabeza
2000;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;103596.0;toneladas
2001;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;111507.0;toneladas
2002;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;119021.0;toneladas
2003;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;111583.0;toneladas
2004;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;72158.0;toneladas
2005;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;70524.0;toneladas
2006;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;72308.0;toneladas
2007;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;74667.0;toneladas
2008;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;68686.0;toneladas
2009;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;61195.0;toneladas
2010;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;63506.0;toneladas
2011;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;64139.0;toneladas
2012;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;64578.0;toneladas
2013;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;63289.0;toneladas
2014;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;63790.0;toneladas
2015;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;54083.0;toneladas
2016;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;59589.0;toneladas
2017;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;57258.0;toneladas
2018;Producción;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;55824.0;toneladas
2000;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;86618.0;1000 cabezas
2001;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;92905.0;1000 cabezas
2002;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;96353.0;1000 cabezas
2003;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;90300.0;1000 cabezas
2004;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;62317.0;1000 cabezas
2005;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;61048.0;1000 cabezas
2006;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;61618.0;1000 cabezas
2007;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;61848.0;1000 cabezas
2008;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;57618.0;1000 cabezas
2009;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;51330.0;1000 cabezas
2010;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;52633.0;1000 cabezas
2011;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;52668.0;1000 cabezas
2012;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;53411.0;1000 cabezas
2013;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;52470.0;1000 cabezas
2014;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;52900.0;1000 cabezas
2015;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;51880.0;1000 cabezas
2016;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;48507.0;1000 cabezas
2017;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;46234.0;1000 cabezas
2018;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;1141;Carne, conejo;44155.0;1000 cabezas
2000;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;651093.0;toneladas
2000;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;651093.0;toneladas
2001;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;650841.0;toneladas
2001;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;650841.0;toneladas
2002;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;678838.0;toneladas
2002;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;678838.0;toneladas
2003;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;706369.0;toneladas
2003;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;706369.0;toneladas
2004;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;713886.0;toneladas
2004;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;713886.0;toneladas
2005;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;715329.0;toneladas
2005;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;715329.0;toneladas
2006;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;670048.0;toneladas
2006;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;670048.0;toneladas
2007;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;620166.0;toneladas
2007;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;620166.0;toneladas
2008;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;658332.0;toneladas
2008;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;658332.0;toneladas
2009;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;598431.0;toneladas
2009;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;598431.0;toneladas
2010;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;606596.0;toneladas
2010;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;606596.0;toneladas
2011;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;604113.0;toneladas
2011;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;604113.0;toneladas
2012;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;591319.0;toneladas
2012;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;591319.0;toneladas
2013;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;580840.0;toneladas
2013;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;580840.0;toneladas
2014;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;585218.0;toneladas
2014;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;585218.0;toneladas
2015;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;626104.0;toneladas
2015;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;626104.0;toneladas
2016;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;637013.0;toneladas
2016;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;637013.0;toneladas
2017;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;643861.0;toneladas
2017;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;643861.0;toneladas
2018;Producción;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;669010.0;toneladas
2018;Producción;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;669010.0;toneladas
2000;Animales en producción/Sacrificados;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;2543165.0;Cabeza
2000;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;2543165.0;Cabeza
2001;Animales en producción/Sacrificados;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;2550177.0;Cabeza
2001;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;2550177.0;Cabeza
2002;Animales en producción/Sacrificados;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;2692375.0;Cabeza
2002;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;2692375.0;Cabeza
2003;Animales en producción/Sacrificados;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;2763096.0;Cabeza
2003;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;2763096.0;Cabeza
2004;Animales en producción/Sacrificados;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;2732049.0;Cabeza
2004;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;2732049.0;Cabeza
2005;Animales en producción/Sacrificados;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;2757560.0;Cabeza
2005;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;2757560.0;Cabeza
2006;Animales en producción/Sacrificados;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;2599045.0;Cabeza
2006;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;2599045.0;Cabeza
2007;Animales en producción/Sacrificados;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;2428000.0;Cabeza
2007;Animales en producción/Sacrificados;Ganadería primaria;Ganadería primaria;867;Carne, ganado vacuno;2428000.0;Cabeza
2008;Animales en producción/Sacrificados;1806;Carne Vacuna y de Búfalo;867;Carne, ganado vacuno;2477918.0;Cabeza
